Depth,Age,AchSp2,AchSub,AmpAcu,AmpSub,AmpGal3,AmpCar,AmpCof,AmpCoS,AmpMic,AmpPse,AmpSp7,AnoSph,CalSp2,CamCly,ChaSp1,Cra1,DipSp2,Falpse,FracSu,PseGeo,FraSop,FraSp5,FraSp1,FraS2b,FraSp4,FraSp6,PseDia,HyaHus,SynIsa,MasBra,MasLan,NavAtw,NavDar,NavLag,NavGal,NavIsm,NavWil,NavSp1,NavSp2,NavSp3,NavIsd,NavIsf,NitAmp,NitcVa,NitVit,NitCom,NitCon,NitFru,NitMic,NitNan,NitPal,NitSp7,ParSul,ParSp1,ParS1b,PlaAto,RhoSp5,SemPus,StaPun,UnkSp1,Ti,d13C
267,1526.501702,0,0.0539,0.0588,0,0,0,0,0,0,0.0122,0.0049,0.0024,0,0.0012,0,0,0,0,0.3476,0.0661,0,0,0,0,0,0.0049,0.0196,0,0,0.0024,0,0.0367,0,0,0.1248,0.0906,0,0.0294,0,0,0,0,0,0,0.0012,0.0147,0,0.0135,0.0024,0,0.0294,0,0,0,0,0,0.0294,0,0.0269,0.0024,3.800718671,-22.81515951
271,1548.896841,0,0.0444,0.0366,0.0026,0,0.0026,0,0.0052,0,0.0131,0,0.0209,0,0.0026,0,0,0,0,0.5222,0,0,0,0,0.0052,0,0,0.0052,0,0,0,0,0.0131,0,0,0.1645,0,0,0,0.0418,0,0.0104,0.0104,0.0013,0,0.0052,0.0574,0,0.0078,0,0,0.0052,0.0039,0,0,0,0,0.0131,0,0.0052,0,2.199695418,-24.00835409
275,1571.254348,0,0.438,0.0329,0,0,0.0051,0,0.0025,0,0.0076,0,0.0063,0,0.0025,0,0,0,0,0.2203,0.0152,0.0025,0,0,0.0025,0,0.0025,0.0025,0,0,0.0025,0,0.0329,0,0,0.038,0,0,0,0,0,0.0025,0,0.0089,0.0013,0.0025,0,0.0139,0.0253,0,0.0582,0,0.0051,0,0,0,0.0025,0,0,0.0304,0.0025,1.717723995,-24.80201245
279,1593.506901,0.0058,0.4386,0.0585,0.0019,0,0.0273,0,0,0.0039,0.0117,0,0.0058,0,0.0019,0,0,0.0019,0,0.2378,0.037,0,0,0,0.0039,0,0.0058,0,0,0,0,0,0.0078,0,0,0.0253,0,0,0,0.0039,0,0.0058,0,0.0117,0.001,0.0078,0.0039,0.0078,0,0,0.0146,0.0078,0,0,0,0,0,0,0.0019,0.0273,0,1.949855607,-24.34407743
283,1615.587217,0,0.8275,0.0153,0,0.0031,0,0,0,0.0061,0,0.0031,0,0,0,0,0.0061,0.0031,0,0.0031,0,0,0,0,0.0122,0,0.0275,0,0,0,0.0031,0.0244,0,0.0031,0,0.0183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0.0031,0,0,0,9.281343521,-24.31334612
287,1637.428005,0.0219,0.8388,0.0191,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0.0027,0.0055,0,0.0109,0,0.0027,0,0.0027,0,0,0.0027,0.0027,0.0082,0,0,0.0055,0.0137,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0.0137,0,0,0,0,0.0027,0.0055,0,0,0.0027,23.91255392,-23.47217179
307,1740.68366,0.0061,0.6544,0.0673,0,0.0214,0,0,0.0031,0,0,0.0061,0.0031,0,0,0,0.0275,0.0031,0,0,0,0,0.0031,0,0,0.0092,0.0122,0,0,0,0.0336,0.0183,0,0.0061,0.0122,0.0183,0,0,0,0,0,0,0,0.0031,0,0,0.0092,0.0031,0,0,0,0,0,0,0,0,0.0153,0,0,0,0.0061,33.35932312,-23.78254262
311,1759.674064,0.0315,0.7077,0.0315,0.0086,0.0029,0,0.0057,0,0,0,0,0,0,0,0,0.0172,0.0029,0,0,0,0,0,0,0.0458,0.0315,0.0172,0,0,0,0.0143,0,0,0,0.0057,0.0229,0,0,0.0057,0,0,0,0,0,0,0,0.0029,0,0.0029,0.0029,0,0.0057,0,0,0,0,0,0.0057,0,0,0.0057,34.25484502,-23.45649056
315,1777.973598,0.0089,0.7827,0.0417,0,0,0,0,0,0.0119,0,0,0,0,0,0,0.0089,0.0089,0,0,0,0,0.0089,0,0,0.0119,0.006,0,0,0,0.006,0.003,0,0,0.003,0.0208,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0.0149,0,0,0,0,0,0.003,0,0,0.003,27.68334108,-24.25823648
319,1795.613653,0.011,0.8276,0.0221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0,0,0,0.011,0.0166,0,0.0055,0,0.0055,0,0,0,0.0028,0.0193,0,0,0,0,0.0083,0,0,0,0,0,0.0028,0,0,0,0,0,0,0.0028,0,0,0,0,0,0,0.0083,29.81580114,-22.46604273
323,1812.645776,0.0088,0.6529,0.0441,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0.0147,0,0,0.0059,0,0.0118,0,0.0235,0.0706,0.0088,0.0118,0,0,0.0235,0.0029,0,0,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0.0265,0,0,0,0.0441,36.83835059,-24.01789886
327,1829.120737,0.0061,0.7688,0.0429,0,0,0,0.0061,0.0031,0,0,0,0,0,0,0,0.0092,0.0031,0,0,0,0,0.0276,0,0.0061,0.0092,0,0,0,0,0.0184,0.0031,0,0,0.0061,0.0031,0,0,0,0,0,0,0,0,0,0,0.0031,0,0.0031,0,0,0.0031,0,0,0,0,0.0123,0,0,0,0.0153,44.13432867,-23.02540233
331,1845.089819,0.0188,0.6855,0.0125,0,0,0,0.0042,0,0,0,0,0,0,0.0021,0,0,0.0188,0,0,0.0188,0,0.0084,0.0021,0.0146,0.0104,0.0272,0.0188,0.0063,0,0.0711,0.0021,0,0,0.0021,0.0042,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0.0104,0,0.0021,0.0021,0,0,0.0125,0.0021,28.34123939,-24.2935716
335,1860.604204,0.0204,0.6293,0.0051,0,0,0,0,0,0,0,0.0025,0,0,0.0178,0,0,0.0408,0,0.0064,0.0025,0.0051,0.0025,0.0025,0.0076,0,0.0306,0,0,0,0.135,0,0.0025,0.0025,0,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0.0255,0.0076,0.0025,0,0,0,0,0.0025,20.62529042,-22.90134903
339,1875.71527,0.0102,0.733,0.0102,0,0.002,0,0,0,0,0,0,0.002,0,0,0,0,0.0142,0,0.0193,0.0142,0.0081,0.0081,0,0.0183,0.0183,0.0244,0.0102,0.0081,0,0.0325,0.002,0,0.002,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.0081,0.0081,0,0,0,0,0.0081,0,21.54322107,-23.47961489
343,1890.474009,0.0032,0.3633,0.0095,0,0,0,0,0,0,0.0063,0,0,0,0,0,0,0,0,0.0253,0.1833,0.0032,0.0411,0.0032,0.0569,0.0032,0.1295,0.0537,0,0,0,0,0.0063,0,0.019,0.0063,0,0,0,0,0,0,0,0,0,0,0,0,0.0063,0,0,0,0,0.049,0,0,0,0,0,0,0.0095,33.33604982,-23.94740481
347,1904.931664,0.0054,0.3139,0.0298,0.0054,0,0,0,0,0,0,0,0,0,0.0244,0,0.0027,0.0054,0,0.0257,0.0974,0.0108,0.0487,0,0.065,0,0.1407,0.0217,0.0027,0,0.0027,0,0.0027,0,0.0217,0.0217,0,0,0,0,0,0,0.0027,0,0,0,0,0.0027,0,0,0,0,0,0.046,0,0,0,0,0,0.0271,0.0568,17.53257421,-25.0749625
351,1919.139425,0,0.6775,0.0405,0,0,0,0,0,0,0.0027,0,0,0,0.031,0,0,0.0081,0,0.0243,0.0216,0.0054,0,0,0.0027,0.0027,0,0.0189,0,0,0,0,0.0081,0.0054,0.0054,0.0162,0,0,0,0,0,0,0,0,0,0,0.004,0,0.0108,0,0,0.0189,0,0.0148,0,0.0027,0,0,0,0.0108,0.0432,5.995346392,-24.39674536
355,1933.148484,0.0143,0.6191,0.0086,0,0,0,0.0285,0,0,0,0,0.0029,0,0.0984,0,0,0.0057,0,0.0399,0.02,0,0,0,0,0,0.0086,0.0114,0,0,0,0,0,0,0.0029,0.0342,0,0.0029,0.0057,0,0,0,0,0,0,0,0,0.0029,0,0,0,0,0,0.0371,0,0,0.0057,0,0,0.0114,0.02,7.20877282,-24.75224153
359,1947.010039,0.0108,0.1806,0.0189,0,0,0,0,0,0,0.0027,0,0,0,0,0,0,0,0,0.403,0.1685,0.0216,0,0.0027,0.0728,0.0027,0,0.0189,0,0,0.0081,0,0,0,0,0.0108,0,0.0027,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0,0.0135,0,0.0162,0,0,0,0.0162,0.0054,18.8007772,-26.94510874
363,1960.775268,0.0193,0.7995,0.0242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085,0.0097,0.0024,0,0,0,0,0.0048,0.0145,0,0,0.0024,0,0,0.0072,0,0.0314,0,0.0072,0,0,0,0,0,0,0,0,0,0,0.0024,0,0,0,0,0,0.0024,0.0024,0.0024,0,0,0.0072,0.0097,9.76166967,-25.50717223
367,1974.495371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.086691373,-26.1929849
371,1988.221594,0,0.4563,0.0129,0,0,0,0,0,0,0.0065,0,0,0.0032,0,0,0,0,0,0.068,0.2945,0.0065,0,0.0032,0,0,0.0129,0,0,0,0,0,0,0,0.0065,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0.0194,0,0,0,0,0.0032,0,0,0,0,0.0841,0,3.371398342,-26.49886752
375,2002.004992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.080158706,-26.16966819
379,2015.896853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.888333097,-26.85265877
383,2029.948165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.681566425,-26.99429933
387,2044.210515,0,0.048,0,0,0,0,0,0,0,0.0423,0,0,0.0536,7.00E-04,0,0,0,0,0.2371,0,0,0,0,0.0085,0,0,0.3613,0,0,0,0,0.0113,0,0,0,0,0.0028,0,0,0,0,0,0,0.0028,0,0,0,0,0,0,0.0113,0.0085,0,0,0.0113,0,0,0,0.1609,0,10.54330712,-26.53896273
391,2058.736292,0,0.1048,0.015,0,0,0,0,0,0,0.0193,0,0,0.0043,0,0,0,0,0,0.0813,0.5048,0,0,0,0,0,0,0.0663,0,0,0,0,0,0.0043,0,0,0,0.0021,0,0,0,0.0021,0,0.0075,0.0107,0,0,0,0,0,0,0.0299,0.0064,0,0,0,0,0,0,0.1369,0,5.80876967,-26.70466933
403,2104.482167,0,0.0702,0.0117,0,0,0,0,0,0,0.0117,0,0,0,0.0058,0,0,0,0,0.1842,0.5819,0,0,0,0,0,0,0.0117,0,0,0,0,0,0,0,0,0,0.0058,0,0,0,0.0029,0,0.0029,0.0175,0,0,0,0,0.0088,0,0,0.0117,0,0.0058,0,0,0,0,0.0322,0,4.817874036,-25.62173573
407,2120.652669,0,0.0475,0.0125,0,0,0,0,0,0,0.015,0,0,0,0.005,0,0,0,0,0.19,0.58,0,0,0.0025,0,0,0,0.025,0,0,0,0,0.0025,0.0075,0,0,0.0025,0.0025,0,0,0,0,0,0.0025,0.0138,0,0,0,0.01,0,0,0.005,0.01,0,0.0025,0.005,0,0,0,0.05,0,10.94227338,NA
411,2137.38359,0,0.107,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,0,0,0,0.0329,0.5898,0,0,0,0,0,0,0.0631,0,0,0,0,0,0.011,0,0,0.0027,0.0219,0,0,0,0,0,0,0,0,0,0,0.0027,0.0027,0,0.0027,0.0014,0,0,0.0027,0,0,0,0.1509,0,16.82259931,-27.25323161
415,2154.734597,0,0.1087,0.0343,0,0,0,0,0,0,0.0057,0,0.0086,0.0029,0,0,0,0,0,0.0486,0.5694,0,0,0,0,0,0,0.0458,0,0,0,0,0,0.0172,0,0,0.0057,0.0143,0.0029,0,0,0,0.0143,0.0029,0,0,0,0,0.0029,0.0057,0,0,0,0,0.0029,0,0,0,0,0.0973,0,15.52801595,-26.93507818
419,2172.765373,0,0.04,0,0.04,0,0,0,0,0,0.0107,0,0.0053,0.0053,0.0053,0,0,0,0,0.5147,0.1947,0,0,0.008,0,0,0,0.0213,0,0,0,0,0.016,0.0027,0,0,0.0107,0.0187,0,0,0,0.0107,0.0027,0.0027,0.0027,0,0,0,0.0053,0.0133,0,0,0.0107,0,0.0027,0,0,0,0,0.0213,0,10.00412685,-27.12577119
423,2191.535713,0,0.0767,0.0583,0.0061,0,0,0,0,0,0.0153,0,0,0.0031,0.0061,0.0215,0,0,0,0.0859,0.3926,0,0,0.1196,0,0,0,0.0644,0,0,0,0,0.0031,0.0031,0,0,0.0061,0.0245,0.0031,0,0,0,0,0.0077,0.0031,0,0,0,0.0092,0,0,0,0,0,0.0153,0.0215,0,0,0,0.0307,0,5.635588466,-27.1416711
427,2211.104575,0,0.1173,0.0382,0.0027,0,0,0,0,0,0.0136,0,0,0.0109,0.0055,0.0246,0,0,0,0.0682,0.3956,0.0437,0,0.0764,0,0,0,0.03,0,0,0,0,0,0.0055,0,0,0,0.0191,0.0027,0,0,0.0055,0.0109,0.0218,0.0014,0,0,0,0.0109,0.0027,0,0.0055,0,0,0.0055,0.0273,0,0,0,0.0518,0,3.748834593,-27.26584638
431,2231.532879,0,0.1429,0.0216,0.0054,0,0,0,0,0,0.0135,0,0,0.0054,0.0081,0.0485,0,0,0,0.0323,0.3585,0,0,0.1267,0,0,0,0.035,0,0,0,0,0.0081,0.0108,0,0,0.0108,0.0377,0,0,0,0.0027,0.0135,0.0081,0.0054,0,0,0,0.0243,0.0027,0,0,0.0013,0,0.0108,0,0,0,0,0.0296,0,3.281020335,-27.33732444
435,2252.879458,0,0.099,0.0406,0,0,0,0,0,0,0.0203,0,0,0.0076,0.0102,0.0152,0,0,0,0.1675,0.3249,0,0,0.099,0,0,0,0.0431,0,0,0,0,0.0051,0.0051,0,0,0.0025,0.0279,0,0,0,0,0.0076,0.0216,0,0,0,0,0.0076,0.0025,0,0.0051,0,0,0.033,0.0051,0,0,0,0.0381,0,3.659359442,-26.3093826
439,2275.204255,0,0.0604,0.0525,0,0,0,0,0,0,0.0472,0,0.0026,0.0131,0,0.0236,0,0,0,0.189,0.3202,0,0,0.0472,0,0,0,0.0472,0,0,0,0,0,0.0079,0,0,0,0.0079,0,0,0,0.0026,0,0.0289,0.0052,0,0,0,0.0184,0.0079,0,0.0026,0.0052,0,0.021,0,0,0,0,0.0551,0,2.471511284,-27.60037757
443,2298.555865,0,0.0417,0.0446,0,0,0,0,0,0,0.0595,0,0,0.0179,0.0179,0.0268,0,0,0,0.3482,0.2827,0,0,0.003,0,0,0,0.0089,0,0,0,0,0,0.003,0,0,0.0089,0.0446,0,0,0,0.006,0.0089,0.0089,0.003,0,0,0,0.0119,0.006,0,0,0.003,0,0,0,0,0,0,0.006,0,1.985906987,NA
447,2322.886066,0,0.0336,0.0196,0.0056,0,0,0,0,0,0.0476,0,0.0028,0.0196,0.0084,0.0532,0,0,0,0.2941,0.2521,0,0,0.0056,0,0,0,0.0336,0,0,0,0,0.0112,0.0112,0,0,0.0084,0.0252,0,0,0,0.0224,0.0168,0.0112,0.0084,0,0,0,0.028,0,0,0.0098,0.0056,0,0,0,0,0,0,0.0252,0,1.953833209,-26.92589184
451,2348.097436,0,0.0196,0.0364,0.0084,0,0,0,0,0,0.0308,0,0.0028,0.0084,0,0.0448,0,0,0,0.3193,0.2941,0,0,0.0084,0,0,0,0.0028,0,0,0,0,0.0056,0,0,0,0.0196,0.0532,0,0,0,0.014,0.014,0.007,0.0112,0,0,0,0.0182,0.0056,0,0.0154,0.0126,0,0,0,0,0,0,0.0112,0,2.162044855,-27.30197255
455,2374.091844,0,0.0083,0.022,0,0,0,0,0,0,0.0441,0.0028,0.0028,0.0275,0.0138,0.0028,0,0,0,0.5813,0.0661,0,0,0,0,0,0,0.0193,0,0,0,0,0.0165,0,0,0,0.0028,0.0055,0,0,0,0.0165,0.0028,0.0193,0.0275,0,0,0,0.011,0.0138,0,0.0055,0.0152,0,0,0,0,0,0,0.0028,0,3.288172451,-27.14095836
459,2400.771239,0,0.0176,0.0556,0,0,0,0,0,0,0.0205,0.0029,0.0029,0.0146,0.0029,0.0117,0,0,0,0.451,0.1464,0,0,0.0146,0,0,0,0.0088,0,0,0,0,0.0234,0,0,0,0.0556,0.0264,0.0029,0,0,0.0146,0.0029,0.0161,0.0132,0,0,0,0.0322,0.0088,0,0.0029,0.0088,0,0,0,0,0,0,0.0059,0,3.495616917,-27.72994916
463,2428.037507,0,0,0.0446,0,0,0,0,0,0,0,0,0.0096,0.0064,0.0318,0.0032,0,0,0,0.4777,0.0796,0,0,0.0064,0,0,0,0.0255,0,0,0,0,0.0064,0.0032,0,0,0.1083,0.0159,0.0064,0,0,0.0255,0.0191,0.0064,0.0207,0,0,0,0.0159,0,0,0.0175,0.0175,0,0,0,0,0,0,0.0159,0,3.230446464,-27.71797326
467,2455.792559,0,0,0.0639,0.0028,0,0,0,0,0,0.0139,0,0,0.0056,0.0125,0.0028,0,0,0,0.4722,0.0722,0,0,0,0,0,0,0.0181,0,0,0,0,0.0111,0.0028,0,0,0.0528,0.0222,0.0194,0,0,0.0278,0.0417,0.0028,0.0208,0,0,0,0.0417,0.0139,0,0,0.0028,0,0,0,0,0,0,0.0222,0,2.10260891,NA
471,2483.938337,0,0.0056,0.045,0,0,0,0,0,0,0.0253,0,0,0.0225,0.0049,0.0141,0,0,0,0.4954,0.1013,0,0,0.0084,0,0,0,0.038,0,0,0,0,0.0084,0,0,0,0.0225,0.0366,0,0,0,0.045,0.0197,0.0056,0.0014,0,0,0,0.0141,0.0113,0,0.0183,0.007,0,0,0,0,0,0,0.0113,0,2.1556173,-27.24716688
475,2512.376159,0,0.0172,0.0229,0,0,0,0,0,0,0.0229,0,0,0.0143,0.0115,0,0,0,0,0.6246,0.0745,0.0086,0,0,0,0,0,0.0315,0,0,0,0,0.0057,0,0,0,0.0057,0.0372,0,0,0,0.0057,0.0057,0.0043,0.01,0,0,0,0.0287,0,0,0,0.0143,0,0,0,0,0,0,0.0172,0,3.750404948,-27.15500206
479,2541.009614,0,0,0,0.0155,0,0,0,0,0,0.0155,0,0,0.0056,0.0099,0.0085,0,0,0,0.6601,0.0762,0,0,0,0,0,0,0.0226,0,0,0,0,0.0085,0,0,0,0,0.0339,0.0056,0,0,0.0141,0.0197,0.0197,0.0085,0,0,0,0.0113,0.0056,0,0,0.0085,0,0,0,0,0,0,0.0141,0,3.493019614,-27.40848086
483,2569.738702,0,0.0065,0.0556,0,0,0,0,0,0,0.0065,0,0,0.0115,0.0131,0,0,0,0,0.6039,0.0556,0.0098,0,0,0,0,0,0.0295,0,0,0,0,0.0098,0,0,0,0.0229,0.0556,0,0,0,0.0229,0.0164,0.0016,0.0033,0,0,0,0,0.0065,0,0.0033,0.0131,0,0,0,0,0,0,0.0065,0,6.458432118,-27.1082065
487,2598.48196,0,0.012,0.0479,0,0,0,0,0,0,0.0389,0,0,0.015,0.012,0.015,0,0,0,0.3802,0.1198,0,0,0.003,0,0,0,0.0509,0,0,0,0,0.024,0,0,0,0.0449,0.0449,0.009,0,0,0.0599,0.003,0,0.003,0,0,0,0.0299,0.021,0,0,0.0105,0,0,0,0,0,0,0.003,0,9.122304782,-27.65471143
